index,Rail transportation  
1997-01-01,0.009733524812509997
1997-02-01,0.03303015797032072
1997-03-01,0.04404021062709429
1997-04-01,0.06669857986277328
1997-05-01,0.09047391096218282
1997-06-01,0.10196266156055533
1997-07-01,0.12047231530237756
1997-08-01,0.11728099569171857
1997-09-01,0.09079304292324875
1997-10-01,0.08951651507898517
1997-11-01,0.0689325035902345
1997-12-01,0.1359502154140737
1998-01-01,0.07675123663634908
1998-02-01,0.07802776448061277
1998-03-01,0.0786660284027445
1998-04-01,0.06957076751236635
1998-05-01,0.051220679751077025
1998-06-01,0.045635870432423786
1998-07-01,0.0
1998-08-01,0.041965852880165966
1998-09-01,0.06334769427158127
1998-10-01,0.07467687888942076
1998-11-01,0.06973033349289937
1998-12-01,0.08935694909845215
1999-01-01,0.049784585926280545
1999-02-01,0.06318812829104836
1999-03-01,0.07627253869475026
1999-04-01,0.09270783468964416
1999-05-01,0.08792085527365567
1999-06-01,0.11041965852880165
1999-07-01,0.10659007499601081
1999-08-01,0.13004627413435454
1999-09-01,0.14664113610978136
1999-10-01,0.16913993936492744
1999-11-01,0.17488431466411358
1999-12-01,0.2209988830381362
2000-01-01,0.21828626136907614
2000-02-01,0.2225945428434657
2000-03-01,0.29216531035583215
2000-04-01,0.2533907770863253
2000-05-01,0.2886548587841071
2000-06-01,0.3143449816499122
2000-07-01,0.33620552098292644
2000-08-01,0.34944949736716135
2000-09-01,0.32296154459869153
2000-10-01,0.32296154459869153
2000-11-01,0.3417903303015797
2000-12-01,0.30860060635072606
2001-01-01,0.3532790808999522
2001-02-01,0.29998404340194673
2001-03-01,0.2947183660443593
2001-04-01,0.28083612573799255
2001-05-01,0.3062071166427318
2001-06-01,0.3129088878251156
2001-07-01,0.31370671772778036
2001-08-01,0.292803574277964
2001-09-01,0.29088878251156847
2001-10-01,0.27892133397159724
2001-11-01,0.28195308760172333
2001-12-01,0.2801978618158609
2002-01-01,0.34258816020424443
2002-02-01,0.3417903303015797
2002-03-01,0.3323759374501356
2002-04-01,0.34147119834051387
2002-05-01,0.3403542364767831
2002-06-01,0.32822722195627896
2002-07-01,0.32296154459869153
2002-08-01,0.32822722195627896
2002-09-01,0.32998244774214136
2002-10-01,0.3208871868517631
2002-11-01,0.3092388702728579
2002-12-01,0.27381522259454294
2003-01-01,0.3044518908568694
2003-02-01,0.3108345300781874
2003-03-01,0.3026966650710068
2003-04-01,0.30157970320727623
2003-05-01,0.2942396681027606
2003-06-01,0.30668581458433053
2003-07-01,0.32838678793681186
2003-08-01,0.34593904579543633
2003-09-01,0.36604435934258817
2003-10-01,0.39827668741024413
2003-11-01,0.4038614967288974
2003-12-01,0.4137545875219404
2004-01-01,0.41199936173607776
2004-02-01,0.430668581458433
2004-03-01,0.44471038774533267
2004-04-01,0.4683261528642093
2004-05-01,0.48029360140418054
2004-06-01,0.4745492261049944
2004-07-01,0.46226264560395713
2004-08-01,0.456518270304771
2004-09-01,0.46066698579862764
2004-10-01,0.4633796074676879
2004-11-01,0.48843146641136115
2004-12-01,0.5015158768150629
2005-01-01,0.5295994893888623
2005-02-01,0.5528961225466731
2005-03-01,0.5565661400989308
2005-04-01,0.536779958512845
2005-05-01,0.5270464337003351
2005-06-01,0.5514600287218765
2005-07-01,0.5385351842987076
2005-08-01,0.5495452369554812
2005-09-01,0.5484282750917504
2005-10-01,0.5650231370671772
2005-11-01,0.5505026328386788
2005-12-01,0.5556087442157331
2006-01-01,0.5672570607946386
2006-02-01,0.5487474070528164
2006-03-01,0.5492261049944152
2006-04-01,0.5401308441040371
2006-05-01,0.5069411201531833
2006-06-01,0.5361416945907131
2006-07-01,0.5442795595978938
2006-08-01,0.5439604276368277
2006-09-01,0.5348651667464497
2006-10-01,0.4943354076910802
2006-11-01,0.510930269666507
2006-12-01,0.5069411201531833
2007-01-01,0.5217807563427477
2007-02-01,0.42939205361416954
2007-03-01,0.48843146641136115
2007-04-01,0.5003989149513324
2007-05-01,0.5509813307802776
2007-06-01,0.5225785862454124
2007-07-01,0.5465134833253551
2007-08-01,0.5323121110579225
2007-09-01,0.49513323759374495
2007-10-01,0.46896441678634115
2007-11-01,0.4585926280516994
2007-12-01,0.4400829743098771
2008-01-01,0.4349768629328228
2008-02-01,0.4064145524174245
2008-03-01,0.38391574916227866
2008-04-01,0.3831179192596139
2008-05-01,0.39987234721557363
2008-06-01,0.3944471038774533
2008-07-01,0.3847135790649434
2008-08-01,0.3866283708313387
2008-09-01,0.38072442955161967
2008-10-01,0.37737354396042755
2008-11-01,0.3453007818733047
2008-12-01,0.27397478857507584
2009-01-01,0.24014680070209038
2009-02-01,0.26599648954842836
2009-03-01,0.24349768629328228
2009-04-01,0.22658369235678943
2009-05-01,0.2147758097973511
2009-06-01,0.26456039572363177
2009-07-01,0.20025530556885274
2009-08-01,0.2130205840114887
2009-09-01,0.25929471836604434
2009-10-01,0.2747726184777406
2009-11-01,0.30700494654539656
2009-12-01,0.3516834210946227
2010-01-01,0.359980852082336
2010-02-01,0.3791287697462902
2010-03-01,0.3955640657411841
2010-04-01,0.3775331099409607
2010-05-01,0.4044997606510292
2010-06-01,0.3898196904419977
2010-07-01,0.39524493378011805
2010-08-01,0.3909366523057285
2010-09-01,0.35742779639380884
2010-10-01,0.3488112334450295
2010-11-01,0.3433859901069092
2010-12-01,0.3073240785064624
2011-01-01,0.35742779639380884
2011-02-01,0.34657730971756817
2011-03-01,0.3630126057124621
2011-04-01,0.3650869634593905
2011-05-01,0.3334928993138664
2011-06-01,0.3325355034306685
2011-07-01,0.3749800542524333
2011-08-01,0.39540449976065095
2011-09-01,0.3962023296633157
2011-10-01,0.40370193074836447
2011-11-01,0.4060954204563587
2011-12-01,0.4158289452688686
2012-01-01,0.41008456996968246
2012-02-01,0.4305090154779001
2012-03-01,0.3960427636827828
2012-04-01,0.4252433381203127
2012-05-01,0.3475347056007658
2012-06-01,0.45380564863571093
2012-07-01,0.462900909526089
2012-08-01,0.45556087442157334
2012-09-01,0.4561991383437052
2012-10-01,0.41152066379447905
2012-11-01,0.44901866921972244
2012-12-01,0.45396521461624384
2013-01-01,0.49018669219722355
2013-02-01,0.49034625817775646
2013-03-01,0.48555927876176797
2013-04-01,0.5318334131163236
2013-05-01,0.546353917344822
2013-06-01,0.4975267273017392
2013-07-01,0.4386468804850805
2013-08-01,0.5071006861337164
2013-09-01,0.5380564863571087
2013-10-01,0.6039572363172172
2013-11-01,0.5782671134514121
2013-12-01,0.5150789851603639
2014-01-01,0.5406095420456358
2014-02-01,0.5677357587362375
2014-03-01,0.6181586085846498
2014-04-01,0.5785862454124782
2014-05-01,0.7469283548747407
2014-06-01,0.7416626775171533
2014-07-01,0.6787936811871709
2014-08-01,0.6625179511728099
2014-09-01,0.614169459071326
2014-10-01,0.6412956757619275
2014-11-01,0.5766714536460826
2014-12-01,0.6617201212701451
2015-01-01,0.6448061273336525
2015-02-01,0.6254986436891654
2015-03-01,0.6921972235519387
2015-04-01,0.6885272059996808
2015-05-01,0.6984202967927238
2015-06-01,0.6797510770703685
2015-07-01,0.6971437689484601
2015-08-01,0.701132918461784
2015-09-01,0.6661879687250678
2015-10-01,0.662677517153343
2015-11-01,0.6784745492261051
2015-12-01,0.659167065581618
2016-01-01,0.6583692356789532
2016-02-01,0.6390617520344664
2016-03-01,0.6275730014360938
2016-04-01,0.5801819052178077
2016-05-01,0.5536939524493378
2016-06-01,0.5742779639380884
2016-07-01,0.5907132599329823
2016-08-01,0.6535822562629647
2016-09-01,0.6314025849688847
2016-10-01,0.6791128131482367
2016-11-01,0.6987394287537896
2016-12-01,0.6326791128131481
2017-01-01,0.7086325195468326
2017-02-01,0.7346417743737035
2017-03-01,0.7129408010212224
2017-04-01,0.7759693633317377
2017-05-01,0.7233125897558641
2017-06-01,0.7121429711185576
2017-07-01,0.7119834051380245
2017-08-01,0.6921972235519387
2017-09-01,0.7494814105632679
2017-10-01,0.7194830062230733
2017-11-01,0.7616084250837722
2017-12-01,0.7501196744853997
2018-01-01,0.7332056805489069
2018-02-01,0.7745332695069411
2018-03-01,0.7860220201053136
2018-04-01,0.7585766714536462
2018-05-01,0.8115525769905856
2018-06-01,0.8374022658369236
2018-07-01,0.897558640497846
2018-08-01,0.8763363650869636
2018-09-01,0.9230891973831179
2018-10-01,0.890378171373863
2018-11-01,0.9206957076751237
2018-12-01,0.9811712142971118
2019-01-01,0.9299505345460348
2019-02-01,0.7695867241104197
2019-03-01,0.8067655975745971
2019-04-01,0.9326631562150949
2019-05-01,1.0
2019-06-01,0.9862773256741664
2019-07-01,0.936014041806287
2019-08-01,0.9628211265358226
2019-09-01,0.8011807882559439
2019-10-01,0.8051699377692676
2019-11-01,0.7309717568214456
2019-12-01,0.8642093505664592
2020-01-01,0.7446944311472794
2020-02-01,0.707196425722036
2020-03-01,0.7265039093665231
2020-04-01,0.5819371310036701
2020-05-01,0.575394925801819
2020-06-01,0.6041168022977501
2020-07-01,0.6001276527844264
2020-08-01,0.5876815063028562
2020-09-01,0.6775171533429072
2020-10-01,0.7062390298388384
2020-11-01,0.7595340673368438
2020-12-01,0.7750119674485401
2021-01-01,0.8299026647518748
2021-02-01,0.7288973990745173
2021-03-01,0.7419818094782193
2021-04-01,0.726663475347056
2021-05-01,0.6709749481410563
2021-06-01,0.6601244614648156
2021-07-01,0.6661879687250678
2021-08-01,0.6885272059996808
2021-09-01,0.720280836125738
2021-10-01,0.7100686133716292
2021-11-01,0.6484761448859102
2021-12-01,0.6349130365406095
2022-01-01,0.5982128610180311
2022-02-01,0.7188447423009414
2022-03-01,0.7079942556247008
2022-04-01,0.7568214456677835
2022-05-01,0.816818254348173
2022-06-01,0.7622466890059039
2022-07-01,0.758895803414712
2022-08-01,0.7421413754587523
2022-09-01,0.7389500558480933
2022-10-01,0.7646401787138981
2022-11-01,0.7750119674485401
2022-12-01,0.6483165789053773
2023-01-01,0.7901707355991703
2023-02-01,0.7644806127333652
2023-03-01,0.7542683899792564
2023-04-01,0.7446944311472794
2023-05-01,0.7030477102281794
2023-06-01,0.6218286261369077
2023-07-01,0.6712940801021223
2023-08-01,0.7102281793521621
2023-09-01,0.6856550183500878
2023-10-01,0.6835806606031594
2023-11-01,0.7478857507579384
2023-12-01,0.7485240146800702
